,Ticker,Shares
1,SLB,1183.4403175914315
2,OXY,842.0244407564189
3,COP,70.14371991831835
4,KMI,307.5030707022222
5,CAT,25.159765045509552
6,C,76.33587786259542
7,JPM,31.062624632524827
8,BAC,109.79165452083086
9,USB,87.66902801566955
10,COF,33.52105039717248
