,Ticker,Shares
1,SLB,1187.1251757552186
2,OXY,844.0340671086675
3,COP,70.49654584566704
4,KMI,312.32735372314283
5,CAT,25.281845747564688
6,C,76.93712840996444
7,JPM,31.062624632524827
8,BAC,110.3284618509411
9,USB,87.66902801566955
10,COF,33.649229578666834
